TIME,Unnamed: 0,TEMP,HUM,BATT,LIGHT,NOISE_A,PRESS,CCS811_VOCS,CCS811_ECO2,PM_1,PM_25,PM_10
2023-08-05 13:46:36,19268,19.61,90.22,97,0,89.54,100.0,0.0,0.0,0.0,1.0,1.0
2023-08-05 13:47:36,19269,20.38,89.12,97,47,89.54,99.98,,,,,
2023-08-05 13:48:45,19270,20.79,85.03,-1,0,89.54,100.0,,,3.0,5.0,5.0
2023-08-05 13:49:45,19271,21.03,79.96,100,1,89.54,100.01,,,,,
2023-08-05 13:50:45,19272,21.14,79.08,100,0,89.54,100.0,,,,,
2023-08-05 13:51:45,19273,21.26,78.11,100,0,89.54,100.0,,,,,
2023-08-05 13:52:45,19274,21.36,77.55,100,0,89.54,99.99,,,,,
2023-08-05 13:53:45,19275,21.46,77.6,100,0,89.54,100.0,451.0,1801.0,3.0,4.0,4.0
2023-08-05 13:54:45,19276,21.57,76.77,100,0,89.54,100.0,360.0,1723.0,,,
2023-08-05 13:55:45,19277,21.71,76.38,100,0,89.54,100.0,347.0,1708.0,,,
2023-08-05 13:56:45,19278,21.78,75.9,100,0,89.54,100.01,327.0,1689.0,,,
2023-08-05 13:57:45,19279,21.89,75.37,100,0,89.54,100.01,301.0,1663.0,,,
2023-08-05 13:58:45,19280,21.96,75.02,100,0,89.54,100.0,284.0,1642.0,2.0,3.0,4.0
2023-08-05 13:59:45,19281,22.04,74.73,100,1,89.54,99.99,274.0,1632.0,,,
2023-08-05 14:00:45,19282,22.13,74.41,100,1,89.54,100.0,262.0,1618.0,,,
2023-08-05 14:01:45,19283,22.17,74.15,100,1,89.54,100.0,256.0,1611.0,,,
2023-08-05 14:02:45,19284,22.22,74.21,100,2,89.54,100.0,243.0,1598.0,,,
2023-08-05 14:03:45,19285,22.22,74.04,100,2,89.54,100.0,233.0,1586.0,2.0,4.0,4.0
2023-08-05 14:04:45,19286,22.25,73.76,100,2,89.54,100.0,198.0,1538.0,,,
2023-08-05 14:05:45,19287,22.29,73.64,100,2,89.54,100.0,191.0,1528.0,,,
2023-08-05 14:06:45,19288,22.33,73.77,100,3,89.54,100.01,186.0,1521.0,,,
2023-08-05 14:07:45,19289,22.33,73.57,100,3,89.54,100.01,180.0,1513.0,,,
2023-08-05 14:08:45,19290,22.36,73.34,100,3,89.54,100.01,170.0,1497.0,3.0,5.0,5.0
2023-08-05 14:09:45,19291,22.37,73.32,100,2,89.54,100.01,165.0,1487.0,,,
2023-08-05 14:10:45,19292,22.39,73.28,100,3,89.54,100.01,159.0,1445.0,,,
2023-08-05 14:11:45,19293,22.4,73.16,100,3,89.54,100.02,155.0,1420.0,,,
2023-08-05 14:12:45,19294,22.42,73.25,100,3,89.54,100.01,151.0,1393.0,,,
2023-08-05 14:13:45,19295,22.42,73.2,100,3,89.54,100.02,145.0,1356.0,2.0,3.0,3.0
2023-08-05 14:14:45,19296,22.44,73.09,100,3,89.54,100.02,143.0,1341.0,,,
2023-08-05 14:15:45,19297,22.46,73.02,100,3,89.54,100.03,138.0,1310.0,,,
2023-08-05 14:16:45,19298,22.44,72.98,99,3,89.54,100.03,135.0,1291.0,,,
2023-08-05 14:17:45,19299,22.46,72.94,100,2,89.54,100.02,131.0,1262.0,,,
2023-08-05 14:18:45,19300,22.49,72.91,100,3,89.54,100.03,127.0,1238.0,3.0,4.0,4.0
2023-08-05 14:19:45,19301,22.46,72.77,100,2,89.54,100.03,126.0,1228.0,,,
2023-08-05 14:20:45,19302,22.46,72.79,100,4,89.54,100.03,120.0,1191.0,,,
2023-08-05 14:21:45,19303,22.44,72.87,100,4,89.54,100.02,119.0,1184.0,,,
2023-08-05 14:22:45,19304,22.43,72.92,100,5,89.54,100.02,115.0,1159.0,,,
2023-08-05 14:23:45,19305,22.42,72.91,100,6,89.54,100.02,112.0,1137.0,4.0,6.0,6.0
2023-08-05 14:24:45,19306,22.4,72.91,99,6,89.54,100.02,109.0,1118.0,,,
2023-08-05 14:25:45,19307,22.37,72.94,100,6,89.54,100.02,107.0,1107.0,,,
2023-08-05 14:26:45,19308,22.36,72.94,100,6,89.54,100.02,104.0,1086.0,,,
2023-08-05 14:27:45,19309,22.36,72.99,100,6,89.54,100.02,102.0,1074.0,,,
2023-08-05 14:28:45,19310,22.33,72.99,100,6,89.54,100.02,101.0,1068.0,2.0,5.0,5.0
2023-08-05 14:29:45,19311,22.32,73.01,100,6,89.53,100.02,96.0,1035.0,,,
2023-08-05 14:30:45,19312,22.3,73.05,99,6,89.54,100.02,96.0,1035.0,,,
2023-08-05 14:31:45,19313,22.26,73.09,100,6,89.53,100.02,94.0,1019.0,,,
