TIME,Unnamed: 0,TEMP,HUM,BATT,LIGHT,NOISE_A,PRESS,CCS811_VOCS,CCS811_ECO2,PM_1,PM_25,PM_10
2023-08-04 17:55:46,62,25.04,60.45,99,5,36.43,101.31,0.0,400.0,,,
2023-08-04 17:56:46,63,24.97,60.7,99,5,36.32,101.31,0.0,400.0,,,
2023-08-04 17:57:46,64,24.9,61.02,99,6,41.54,101.31,0.0,400.0,,,
2023-08-04 17:58:46,65,24.84,61.11,99,5,27.26,101.32,0.0,400.0,0.0,0.0,0.0
2023-08-04 17:59:46,66,24.79,61.14,99,5,35.27,101.32,0.0,400.0,,,
2023-08-04 18:00:46,67,24.72,61.42,99,5,36.51,101.32,0.0,400.0,,,
2023-08-04 18:01:46,68,24.66,61.45,99,5,46.13,101.32,0.0,400.0,,,
2023-08-04 18:02:46,69,24.6,61.57,99,6,33.79,101.31,0.0,400.0,,,
2023-08-04 18:03:46,70,24.55,61.8,99,6,35.21,101.32,0.0,400.0,0.0,0.0,0.0
2023-08-04 18:04:46,71,24.5,61.76,99,6,36.61,101.32,0.0,400.0,,,
2023-08-04 18:05:46,72,24.46,61.84,99,6,32.4,101.32,0.0,400.0,,,
2023-08-04 18:06:46,73,24.41,61.98,99,6,40.38,101.31,0.0,400.0,,,
2023-08-04 18:07:46,74,24.38,62.12,99,6,37.05,101.32,0.0,400.0,,,
2023-08-04 18:08:46,75,24.32,62.24,99,6,34.89,101.32,0.0,400.0,0.0,0.0,0.0
2023-08-04 18:09:46,76,24.31,62.29,99,6,41.09,101.31,0.0,400.0,,,
2023-08-04 18:10:46,77,24.27,62.4,99,6,42.74,101.31,0.0,400.0,,,
2023-08-04 18:11:46,78,24.24,62.5,99,6,49.4,101.31,0.0,400.0,,,
2023-08-04 18:12:46,79,24.21,62.58,99,6,35.6,101.31,2.0,416.0,,,
2023-08-04 18:13:46,80,24.15,62.86,99,6,52.29,101.31,0.0,400.0,0.0,0.0,0.0
2023-08-04 18:14:46,81,24.12,62.44,99,5,32.47,101.31,0.0,400.0,,,
2023-08-04 18:15:46,82,24.11,62.81,99,5,34.77,101.31,0.0,400.0,,,
2023-08-04 18:16:46,83,24.08,62.87,99,5,28.3,101.31,0.0,400.0,,,
2023-08-04 18:17:46,84,24.05,62.9,99,6,35.05,101.31,0.0,400.0,,,
2023-08-04 18:18:46,85,24.02,62.94,99,5,33.29,101.31,0.0,400.0,0.0,0.0,0.0
2023-08-04 18:19:46,86,24.01,63.02,99,5,29.61,101.31,0.0,400.0,,,
