TIME,Unnamed: 0,TEMP,HUM,BATT,LIGHT,NOISE_A,PRESS,CCS811_VOCS,CCS811_ECO2,PM_1,PM_25,PM_10
2023-08-06 17:02:24,0,25.48,53.52,55,0,63.35,101.71,0.0,0.0,3.0,5.0,5.0
2023-08-06 17:03:24,1,25.61,53.68,55,46,55.86,101.7,,,,,
2023-08-06 17:04:24,2,25.78,53.02,58,51,50.37,101.71,,,,,
2023-08-06 17:05:24,3,25.82,53.21,60,2,48.43,101.71,0.0,400.0,,,
2023-08-06 17:06:24,4,25.82,53.05,61,3,54.27,101.71,0.0,400.0,,,
2023-08-06 17:07:24,5,25.82,53.43,62,3,48.56,101.71,0.0,400.0,0.0,0.0,0.0
2023-08-06 17:08:24,6,25.8,53.06,63,3,44.51,101.71,0.0,400.0,,,
2023-08-06 17:09:24,7,25.8,52.91,64,3,50.29,101.71,0.0,400.0,,,
2023-08-06 17:10:24,8,25.77,52.88,65,3,55.77,101.72,0.0,400.0,,,
2023-08-06 17:11:24,9,25.73,52.88,66,3,46.41,101.72,0.0,400.0,,,
2023-08-06 17:12:24,10,25.7,52.64,67,3,44.8,101.72,0.0,400.0,3.0,5.0,5.0
2023-08-06 17:13:24,11,25.68,52.66,68,3,51.94,101.72,0.0,400.0,,,
2023-08-06 17:14:24,12,25.64,52.65,69,3,57.63,101.73,0.0,400.0,,,
2023-08-06 17:15:24,13,25.61,52.76,70,2,45.8,101.72,0.0,400.0,,,
2023-08-06 17:16:24,14,25.58,52.84,70,2,45.63,101.72,0.0,400.0,,,
2023-08-06 17:17:24,15,25.57,52.91,71,2,53.92,101.72,0.0,400.0,1.0,1.0,1.0
2023-08-06 17:18:24,16,25.54,53.08,72,2,56.15,101.73,0.0,400.0,,,
2023-08-06 17:19:24,17,25.5,53.17,73,3,56.58,101.73,0.0,400.0,,,
2023-08-06 17:20:24,18,25.48,53.43,74,3,55.94,101.74,0.0,400.0,,,
2023-08-06 17:21:24,19,25.46,53.61,74,2,54.91,101.73,0.0,400.0,,,
2023-08-06 17:22:24,20,25.43,53.75,75,3,54.25,101.75,0.0,400.0,2.0,2.0,2.0
2023-08-06 17:23:24,21,25.43,53.6,76,3,51.97,101.75,0.0,400.0,,,
2023-08-06 17:24:24,22,25.4,53.7,77,2,48.39,101.75,0.0,400.0,,,
2023-08-06 17:25:24,23,25.37,53.81,78,2,50.1,101.75,0.0,400.0,,,
2023-08-06 17:26:24,24,25.36,53.9,78,3,49.98,101.76,0.0,400.0,,,
2023-08-06 17:27:24,25,25.37,54.08,79,3,49.66,101.76,0.0,400.0,7.0,9.0,9.0
2023-08-06 17:28:24,26,25.36,53.79,80,2,44.96,101.76,0.0,400.0,,,
2023-08-06 17:29:24,27,25.31,52.8,81,2,50.44,101.76,0.0,400.0,,,
2023-08-06 17:30:24,28,25.3,53.66,81,2,42.77,101.76,0.0,400.0,,,
2023-08-06 17:31:24,29,25.31,54.14,82,2,44.46,101.76,0.0,400.0,,,
2023-08-06 17:32:24,30,25.27,54.31,83,2,42.25,101.76,0.0,400.0,9.0,18.0,18.0
2023-08-06 17:33:24,31,25.27,54.34,84,2,53.98,101.77,0.0,400.0,,,
2023-08-06 17:34:24,32,25.23,54.46,84,1,41.59,101.76,0.0,400.0,,,
2023-08-06 17:35:24,33,25.25,54.4,85,1,51.54,101.77,2.0,418.0,,,
2023-08-06 17:36:24,34,25.19,54.6,86,1,51.19,101.77,0.0,400.0,,,
2023-08-06 17:37:24,35,25.17,54.78,86,1,48.0,101.76,2.0,416.0,10.0,10.0,10.0
2023-08-06 17:38:24,36,25.16,54.89,87,1,48.58,101.77,0.0,400.0,,,
2023-08-06 17:39:24,37,25.12,55.0,88,1,46.24,101.77,0.0,400.0,,,
2023-08-06 17:40:24,38,25.12,55.11,88,1,54.68,101.77,0.0,400.0,,,
2023-08-06 17:41:24,39,25.1,54.55,89,1,49.98,101.78,0.0,400.0,,,
2023-08-06 17:42:24,40,25.07,54.76,90,0,64.65,101.77,0.0,400.0,5.0,9.0,9.0
2023-08-06 17:43:24,41,25.04,54.38,90,1,60.98,101.77,0.0,400.0,,,
2023-08-06 17:44:24,42,25.03,54.96,91,1,47.23,101.78,0.0,400.0,,,
2023-08-06 17:45:24,43,25.03,55.22,91,1,53.68,101.78,0.0,400.0,,,
2023-08-06 17:46:24,44,25.0,55.46,92,1,49.89,101.78,0.0,400.0,,,
2023-08-06 17:47:24,45,24.96,54.87,93,1,50.03,101.78,0.0,400.0,6.0,7.0,23.0
2023-08-06 17:48:24,46,24.98,54.03,93,1,49.46,101.78,0.0,400.0,,,
2023-08-06 17:49:24,47,24.98,55.0,94,1,53.93,101.78,0.0,403.0,,,
2023-08-06 17:50:24,48,24.95,55.57,95,1,48.02,101.78,0.0,400.0,,,
2023-08-06 17:51:24,49,24.92,54.3,96,1,47.96,101.78,0.0,400.0,,,
2023-08-06 17:52:24,50,24.89,52.72,97,1,50.24,101.78,0.0,400.0,6.0,9.0,9.0
2023-08-06 17:53:24,51,24.89,54.67,97,0,44.35,101.78,2.0,416.0,,,
2023-08-06 17:54:24,52,24.89,55.19,98,1,47.19,101.78,0.0,400.0,,,
2023-08-06 17:55:24,53,24.86,55.62,98,1,43.67,101.78,0.0,400.0,,,
2023-08-06 17:56:24,54,24.86,55.92,99,1,41.77,101.78,0.0,400.0,,,
2023-08-06 17:57:24,55,24.82,56.02,99,1,49.35,101.78,0.0,400.0,2.0,2.0,2.0
2023-08-06 17:58:24,56,24.79,55.66,99,0,46.39,101.78,0.0,400.0,,,
2023-08-06 17:59:24,57,24.76,54.25,99,0,42.28,101.78,0.0,400.0,,,
2023-08-06 18:00:24,58,24.69,54.97,99,0,44.19,101.78,0.0,401.0,,,
2023-08-06 18:01:24,59,24.65,55.78,99,1,53.82,101.78,0.0,400.0,,,
2023-08-06 18:02:24,60,24.62,56.41,99,0,55.18,101.78,0.0,400.0,4.0,6.0,6.0
2023-08-06 18:03:24,61,24.58,56.75,99,0,46.55,101.79,0.0,400.0,,,
2023-08-06 18:04:24,62,24.52,57.01,99,0,55.71,101.79,0.0,400.0,,,
2023-08-06 18:05:24,63,24.49,56.9,99,0,49.86,101.78,0.0,400.0,,,
2023-08-06 18:06:24,64,24.42,56.97,99,0,59.31,101.77,0.0,400.0,,,
2023-08-06 18:07:24,65,24.38,57.05,99,0,62.19,101.77,0.0,400.0,5.0,6.0,6.0
2023-08-06 18:08:24,66,24.31,57.22,99,0,49.11,101.77,0.0,400.0,,,
2023-08-06 18:09:24,67,24.24,57.32,99,0,55.88,101.77,0.0,400.0,,,
2023-08-06 18:10:24,68,24.21,57.47,99,0,45.03,101.77,2.0,414.0,,,
2023-08-06 18:11:24,69,24.13,57.64,99,0,47.79,101.77,0.0,402.0,,,
2023-08-06 18:12:24,70,24.08,57.81,99,0,47.02,101.78,0.0,400.0,2.0,2.0,14.0
2023-08-06 18:13:24,71,24.03,57.34,99,0,46.69,101.77,0.0,400.0,,,
2023-08-06 18:14:24,72,23.97,58.05,99,0,49.82,101.77,0.0,400.0,,,
2023-08-06 18:15:24,73,23.88,58.38,99,0,51.41,101.78,0.0,400.0,,,
2023-08-06 18:16:24,74,23.79,58.35,99,0,57.7,101.78,0.0,400.0,,,
2023-08-06 18:17:24,75,23.73,58.39,99,0,50.38,101.79,0.0,400.0,2.0,5.0,5.0
2023-08-06 18:18:24,76,23.6,58.62,99,0,48.16,101.79,1.0,408.0,,,
2023-08-06 18:19:24,77,23.53,58.35,99,0,46.45,101.79,0.0,400.0,,,
2023-08-06 18:20:24,78,23.42,58.32,99,0,44.27,101.79,0.0,400.0,,,
2023-08-06 18:21:24,79,23.36,58.67,99,0,61.22,101.79,0.0,400.0,,,
2023-08-06 18:22:24,80,23.26,58.04,99,0,59.82,101.8,0.0,400.0,2.0,3.0,3.0
2023-08-06 18:23:24,81,23.18,57.16,99,0,44.92,101.79,0.0,400.0,,,
2023-08-06 18:24:24,82,23.11,57.26,99,0,46.72,101.79,2.0,418.0,,,
2023-08-06 18:25:24,83,23.02,58.13,99,0,61.66,101.79,1.0,409.0,,,
2023-08-06 18:26:24,84,22.95,58.84,99,0,52.25,101.79,0.0,400.0,,,
2023-08-06 18:27:24,85,22.9,59.18,99,0,70.63,101.78,0.0,400.0,3.0,3.0,3.0
2023-08-06 18:28:24,86,22.81,59.37,99,0,56.88,101.78,0.0,400.0,,,
2023-08-06 18:29:24,87,22.77,59.48,99,0,60.24,101.79,0.0,400.0,,,
2023-08-06 18:30:24,88,22.7,59.76,99,0,54.53,101.79,0.0,400.0,,,
2023-08-06 18:31:24,89,22.64,58.97,99,0,58.08,101.79,0.0,406.0,,,
2023-08-06 18:32:24,90,22.58,59.42,99,0,46.01,101.79,0.0,400.0,2.0,2.0,2.0
2023-08-06 18:33:24,91,22.54,59.99,99,0,63.2,101.79,0.0,400.0,,,
2023-08-06 18:34:24,92,22.47,60.04,98,0,58.39,101.79,0.0,400.0,,,
2023-08-06 18:35:24,93,22.43,60.25,99,0,55.92,101.78,0.0,400.0,,,
2023-08-06 18:36:24,94,22.4,59.52,99,0,42.67,101.78,0.0,400.0,,,
2023-08-06 18:37:24,95,22.35,60.53,99,0,48.8,101.78,0.0,400.0,1.0,1.0,1.0
2023-08-06 18:38:24,96,22.31,60.65,99,0,42.11,101.78,0.0,400.0,,,
2023-08-06 18:39:24,97,22.26,60.79,98,0,49.33,101.77,0.0,400.0,,,
2023-08-06 18:40:24,98,22.26,60.53,98,0,47.93,101.78,0.0,400.0,,,
2023-08-06 18:41:24,99,22.19,59.26,99,0,41.76,101.77,0.0,400.0,,,
2023-08-06 18:42:24,100,22.14,60.12,99,0,44.4,101.78,3.0,426.0,2.0,2.0,2.0
2023-08-06 18:43:24,101,22.12,60.67,98,0,48.45,101.78,0.0,405.0,,,
2023-08-06 18:44:24,102,22.1,61.03,98,0,40.94,101.78,0.0,402.0,,,
2023-08-06 18:45:24,103,22.05,61.13,99,0,45.52,101.78,0.0,400.0,,,
2023-08-06 18:46:24,104,22.03,61.32,99,0,42.5,101.78,0.0,400.0,,,
2023-08-06 18:47:24,105,22.0,60.9,98,0,47.69,101.78,0.0,400.0,1.0,1.0,1.0
2023-08-06 18:48:24,106,21.97,60.93,98,0,44.98,101.78,0.0,400.0,,,
2023-08-06 18:49:24,107,21.95,61.05,98,0,59.43,101.78,0.0,400.0,,,
2023-08-06 18:50:24,108,21.92,60.46,98,0,45.74,101.79,0.0,400.0,,,
2023-08-06 18:51:24,109,21.9,61.1,98,0,47.63,101.78,0.0,405.0,,,
2023-08-06 18:52:24,110,21.86,61.61,98,0,50.09,101.78,0.0,400.0,2.0,2.0,2.0
2023-08-06 18:53:24,111,21.88,61.59,98,0,43.55,101.78,0.0,400.0,,,
2023-08-06 18:54:24,112,21.86,62.26,98,0,46.97,101.77,0.0,400.0,,,
2023-08-06 18:55:24,113,21.82,62.57,98,0,49.28,101.77,0.0,400.0,,,
2023-08-06 18:56:24,114,21.81,62.53,98,0,47.36,101.78,0.0,400.0,,,
2023-08-06 18:57:24,115,21.78,63.13,98,0,49.0,101.78,0.0,402.0,10.0,14.0,14.0
