TIME,Unnamed: 0,TEMP,HUM,BATT,LIGHT,NOISE_A,PRESS,CCS811_VOCS,CCS811_ECO2,PM_1,PM_25,PM_10
2023-08-04 18:01:11,0,25.0,56.7,58,1,55.15,101.81,0.0,0.0,3.0,3.0,3.0
2023-08-04 18:02:11,1,25.4,59.39,60,3,72.31,101.81,,,,,
2023-08-04 18:03:11,2,25.69,55.92,63,1,46.98,101.81,,,,,
2023-08-04 18:04:11,3,25.84,55.11,63,2,65.09,101.8,0.0,400.0,,,
2023-08-04 18:05:11,4,25.91,54.49,64,1,45.17,101.81,0.0,400.0,,,
2023-08-04 18:06:11,5,26.12,55.01,65,2,45.44,101.81,0.0,400.0,1.0,1.0,1.0
2023-08-04 18:07:11,6,26.19,54.82,67,2,46.98,101.8,0.0,400.0,,,
2023-08-04 18:08:11,7,26.21,53.77,68,2,52.47,101.79,0.0,400.0,,,
2023-08-04 18:09:11,8,26.18,54.75,69,2,49.36,101.8,0.0,400.0,,,
2023-08-04 18:10:11,9,26.15,54.62,69,2,44.67,101.79,0.0,400.0,,,
2023-08-04 18:11:11,10,26.13,54.84,70,2,49.9,101.79,0.0,400.0,4.0,4.0,4.0
2023-08-04 18:12:11,11,26.13,55.01,71,2,61.6,101.79,0.0,400.0,,,
2023-08-04 18:13:11,12,26.15,54.9,71,3,55.79,101.78,0.0,400.0,,,
2023-08-04 18:14:11,13,26.13,54.98,72,3,49.41,101.79,0.0,400.0,,,
2023-08-04 18:15:11,14,26.17,54.97,73,3,41.58,101.78,0.0,400.0,,,
2023-08-04 18:16:11,15,26.15,54.96,74,3,45.75,101.78,0.0,400.0,7.0,7.0,7.0
2023-08-04 18:17:11,16,26.17,54.82,75,3,64.27,101.79,0.0,400.0,,,
2023-08-04 18:18:11,17,26.17,54.86,76,3,45.64,101.79,0.0,400.0,,,
2023-08-04 18:19:11,18,26.17,54.65,76,3,51.33,101.79,0.0,400.0,,,
2023-08-04 18:20:11,19,26.15,54.84,77,3,50.38,101.79,0.0,400.0,,,
2023-08-04 18:21:11,20,26.15,54.93,78,3,48.71,101.79,0.0,400.0,3.0,3.0,3.0
