TIME,Unnamed: 0,TEMP,HUM,BATT,LIGHT,NOISE_A,PRESS,CCS811_VOCS,CCS811_ECO2,PM_1,PM_25,PM_10
2023-08-04 18:35:49,3,24.56,56.99,99,4,38.72,101.74,5.0,436.0,0.0,0.0,0.0
2023-08-04 18:36:49,4,24.74,54.75,100,3,32.03,101.74,10.0,466.0,,,
2023-08-04 18:37:49,5,25.01,69.0,100,3,35.08,101.75,26.0,577.0,,,
2023-08-04 18:38:49,6,25.18,54.56,100,3,30.17,101.75,9.0,460.0,,,
2023-08-04 18:39:49,7,25.09,53.23,100,3,30.17,101.74,32.0,614.0,,,
2023-08-04 18:40:49,8,24.98,53.34,100,4,35.26,101.74,34.0,629.0,0.0,0.0,0.0
2023-08-04 18:41:49,9,24.81,53.14,100,3,35.15,101.75,32.0,614.0,,,
2023-08-04 18:42:49,10,24.68,52.96,100,3,31.98,101.75,30.0,600.0,,,
2023-08-04 18:43:49,11,24.52,53.19,100,2,31.35,101.75,34.0,626.0,,,
2023-08-04 18:44:49,12,24.37,54.05,100,2,34.63,101.75,34.0,626.0,,,
2023-08-04 18:45:49,13,24.25,53.59,100,2,39.86,101.75,32.0,612.0,0.0,0.0,0.0
2023-08-04 18:46:49,14,24.15,54.46,100,3,33.79,101.76,33.0,618.0,,,
2023-08-04 18:47:49,15,24.06,54.74,100,2,38.48,101.76,33.0,620.0,,,
2023-08-04 18:48:49,16,23.99,54.64,100,2,32.7,101.76,33.0,620.0,,,
2023-08-04 18:49:49,17,23.89,54.94,100,2,51.81,101.76,34.0,626.0,,,
2023-08-04 18:50:49,18,23.84,55.0,100,2,36.74,101.76,36.0,637.0,0.0,0.0,0.0
2023-08-04 18:51:49,19,23.74,54.64,100,2,49.96,101.76,36.0,637.0,,,
2023-08-04 18:52:49,20,23.7,54.61,100,2,29.44,101.76,45.0,700.0,,,
2023-08-04 18:53:49,21,23.61,54.98,100,2,32.13,101.76,45.0,700.0,,,
2023-08-04 18:54:49,22,23.55,55.17,100,2,38.82,101.76,47.0,715.0,,,
2023-08-04 18:55:49,23,23.51,55.01,100,2,45.09,101.77,47.0,715.0,0.0,0.0,0.0
