TIME,Unnamed: 0,TEMP,HUM,BATT,LIGHT,NOISE_A,PRESS,CCS811_VOCS,CCS811_ECO2,PM_1,PM_25,PM_10
2023-08-11 11:03:46,14107,28.34,58.14,1,19,37.5,101.68,0.0,400.0,,,
2023-08-11 11:04:46,14108,28.34,57.91,1,19,38.82,101.67,0.0,400.0,,,
2023-08-11 11:05:46,14109,28.31,57.83,1,18,31.25,101.68,0.0,400.0,,,
2023-08-11 11:06:46,14110,28.31,57.7,1,20,35.08,101.68,0.0,400.0,,,
2023-08-11 11:07:46,14111,28.31,57.77,2,21,36.87,101.67,0.0,400.0,11.0,14.0,14.0
2023-08-11 11:08:46,14112,28.28,57.82,2,21,32.62,101.67,0.0,400.0,,,
2023-08-11 11:09:46,14113,28.29,57.84,3,21,32.34,101.66,0.0,400.0,,,
2023-08-11 11:10:46,14114,28.28,57.88,4,21,31.36,101.65,0.0,400.0,,,
2023-08-11 11:11:46,14115,28.29,57.85,5,24,28.47,101.65,0.0,400.0,,,
2023-08-11 11:12:46,14116,28.32,57.77,6,21,35.25,101.65,0.0,400.0,8.0,8.0,23.0
2023-08-11 11:13:46,14117,28.29,57.63,7,20,31.8,101.65,0.0,400.0,,,
2023-08-11 11:14:46,14118,28.34,57.56,7,21,33.62,101.65,0.0,400.0,,,
2023-08-11 11:15:46,14119,28.29,57.36,8,20,35.78,101.65,0.0,400.0,,,
2023-08-11 11:16:46,14120,28.27,57.64,8,18,36.65,101.65,0.0,400.0,,,
2023-08-11 11:17:46,14121,28.27,57.63,8,18,31.74,101.66,0.0,400.0,4.0,4.0,4.0
2023-08-11 11:18:46,14122,28.23,57.68,10,17,36.03,101.66,0.0,400.0,,,
2023-08-11 11:19:46,14123,28.24,57.75,10,19,41.13,101.65,5.0,439.0,,,
2023-08-11 11:20:46,14124,28.17,57.83,10,19,35.97,101.66,4.0,427.0,,,
2023-08-11 11:21:46,14125,28.14,57.91,11,18,32.94,101.65,5.0,434.0,,,
2023-08-11 11:22:46,14126,28.13,57.97,11,16,39.47,101.65,3.0,424.0,6.0,8.0,23.0
2023-08-11 11:23:46,14127,28.08,57.85,11,18,36.79,101.65,2.0,418.0,,,
2023-08-11 11:24:46,14128,28.1,58.05,11,19,39.76,101.65,2.0,415.0,,,
2023-08-11 11:25:46,14129,28.08,58.08,13,20,44.78,101.65,1.0,410.0,,,
2023-08-11 11:26:46,14130,28.03,58.1,13,21,34.21,101.65,1.0,407.0,,,
2023-08-11 11:27:46,14131,28.01,58.19,14,25,28.04,101.65,0.0,401.0,4.0,7.0,7.0
2023-08-11 11:28:46,14132,28.03,58.22,14,26,34.02,101.65,0.0,400.0,,,
2023-08-11 11:29:46,14133,28.03,58.01,14,28,37.2,101.65,0.0,400.0,,,
2023-08-11 11:30:46,14134,28.01,57.82,15,26,29.43,101.64,0.0,400.0,,,
2023-08-11 11:31:46,14135,28.01,57.93,15,30,32.13,101.65,0.0,400.0,,,
2023-08-11 11:32:46,14136,27.98,57.68,15,26,33.74,101.64,0.0,400.0,4.0,5.0,5.0
2023-08-11 11:33:46,14137,28.0,57.67,17,26,30.46,101.64,0.0,400.0,,,
2023-08-11 11:34:46,14138,27.98,57.58,15,30,40.74,101.64,0.0,400.0,,,
