TIME,Unnamed: 0,TEMP,HUM,BATT,LIGHT,NOISE_A,PRESS,CCS811_VOCS,CCS811_ECO2,PM_1,PM_25,PM_10
2023-08-06 16:52:14,53,24.59,54.73,100,0,43.57,101.68,0.0,400.0,,,
2023-08-06 16:53:14,54,24.53,54.82,100,0,39.61,101.68,0.0,400.0,,,
2023-08-06 16:54:14,55,24.44,54.92,100,0,45.75,101.68,0.0,400.0,0.0,0.0,0.0
2023-08-06 16:55:14,56,24.4,54.85,100,0,45.55,101.68,0.0,400.0,,,
2023-08-06 16:56:14,57,24.35,55.03,100,0,38.22,101.69,0.0,400.0,,,
2023-08-06 16:57:14,58,24.29,55.15,100,0,43.72,101.68,0.0,400.0,,,
2023-08-06 16:58:14,59,24.23,55.21,100,0,48.53,101.68,0.0,400.0,,,
2023-08-06 16:59:14,60,24.13,55.3,99,0,41.68,101.68,3.0,421.0,0.0,0.0,0.0
2023-08-06 17:00:14,61,24.05,55.24,99,0,44.77,101.68,0.0,403.0,,,
2023-08-06 17:01:14,62,23.98,55.42,99,0,38.97,101.68,0.0,402.0,,,
2023-08-06 17:02:14,63,23.88,55.56,99,0,42.18,101.68,0.0,400.0,,,
2023-08-06 17:03:14,64,23.79,55.65,99,0,43.6,101.68,0.0,400.0,,,
2023-08-06 17:04:14,65,23.68,55.76,99,0,39.61,101.68,0.0,400.0,1.0,1.0,8.0
2023-08-06 17:05:14,66,23.61,55.87,99,0,33.36,101.68,0.0,400.0,,,
2023-08-06 17:06:14,67,23.51,56.0,99,0,38.33,101.68,0.0,400.0,,,
2023-08-06 17:07:14,68,23.44,56.14,99,0,31.51,101.67,0.0,400.0,,,
2023-08-06 17:08:14,69,23.34,56.23,99,0,43.03,101.67,0.0,400.0,,,
2023-08-06 17:09:14,70,23.25,56.36,99,0,36.39,101.68,0.0,400.0,0.0,0.0,0.0
2023-08-06 17:10:14,71,23.17,56.37,99,0,37.08,101.67,0.0,400.0,,,
2023-08-06 17:11:14,72,23.11,56.57,99,0,40.16,101.68,2.0,414.0,,,
2023-08-06 17:12:14,73,23.02,56.66,99,0,44.75,101.67,0.0,400.0,,,
2023-08-06 17:13:14,74,22.97,56.7,99,0,38.4,101.67,0.0,400.0,,,
2023-08-06 17:14:14,75,22.89,56.83,99,0,39.13,101.66,0.0,400.0,0.0,1.0,1.0
2023-08-06 17:15:14,76,22.82,56.82,99,0,40.78,101.66,0.0,400.0,,,
2023-08-06 17:16:14,77,22.76,56.97,99,0,44.21,101.68,0.0,400.0,,,
2023-08-06 17:17:14,78,22.72,57.07,99,0,30.47,101.67,0.0,400.0,,,
2023-08-06 17:18:14,79,22.66,57.17,99,0,39.28,101.66,2.0,418.0,,,
2023-08-06 17:19:14,80,22.56,57.22,99,0,40.44,101.67,0.0,400.0,0.0,0.0,0.0
2023-08-06 17:20:14,81,22.56,57.18,99,0,42.28,101.66,0.0,400.0,,,
2023-08-06 17:21:14,82,22.46,57.3,99,0,48.91,101.65,0.0,400.0,,,
2023-08-06 17:22:14,83,22.44,57.35,99,0,38.97,101.65,0.0,400.0,,,
2023-08-06 17:23:14,84,22.39,57.44,99,0,40.96,101.65,0.0,400.0,,,
2023-08-06 17:24:14,85,22.32,57.54,99,0,41.23,101.65,0.0,400.0,0.0,0.0,0.0
2023-08-06 17:25:14,86,22.26,57.6,99,0,45.44,101.65,0.0,400.0,,,
2023-08-06 17:26:14,87,22.22,57.67,99,0,42.78,101.64,0.0,400.0,,,
2023-08-06 17:27:14,88,22.16,57.67,99,0,32.77,101.64,0.0,400.0,,,
2023-08-06 17:28:14,89,22.16,57.76,99,0,43.28,101.64,0.0,400.0,,,
2023-08-06 17:29:14,90,22.11,57.8,99,0,36.23,101.64,0.0,400.0,0.0,0.0,0.0
2023-08-06 17:30:14,91,22.04,57.9,99,0,36.21,101.65,0.0,400.0,,,
2023-08-06 17:31:14,92,22.02,57.95,99,0,41.81,101.64,0.0,400.0,,,
2023-08-06 17:32:14,93,21.98,57.99,99,0,36.5,101.65,0.0,400.0,,,
2023-08-06 17:33:14,94,21.98,58.06,99,0,36.71,101.65,0.0,400.0,,,
2023-08-06 17:34:14,95,21.9,58.11,99,0,42.83,101.66,0.0,400.0,0.0,0.0,0.0
2023-08-06 17:35:14,96,21.9,58.15,99,0,31.54,101.65,0.0,400.0,,,
2023-08-06 17:36:14,97,21.87,58.23,99,0,42.72,101.65,0.0,400.0,,,
2023-08-06 17:37:14,98,21.81,58.25,99,0,36.06,101.67,0.0,400.0,,,
2023-08-06 17:38:14,99,21.78,58.21,99,0,37.92,101.67,0.0,400.0,,,
2023-08-06 17:39:14,100,21.77,58.33,99,0,43.59,101.68,0.0,400.0,0.0,1.0,1.0
2023-08-06 17:40:14,101,21.73,58.31,99,0,40.16,101.68,0.0,400.0,,,
2023-08-06 17:41:14,102,21.71,58.36,99,0,38.75,101.68,3.0,422.0,,,
2023-08-06 17:42:14,103,21.67,58.41,99,0,40.76,101.69,0.0,403.0,,,
2023-08-06 17:43:14,104,21.65,58.45,99,0,37.34,101.69,0.0,400.0,,,
2023-08-06 17:44:14,105,21.63,58.53,99,0,37.57,101.69,0.0,400.0,1.0,1.0,1.0
2023-08-06 17:45:14,106,21.57,58.59,99,0,38.71,101.69,0.0,400.0,,,
2023-08-06 17:46:14,107,21.6,58.6,99,0,33.32,101.69,0.0,400.0,,,
2023-08-06 17:47:14,108,21.56,58.63,99,0,37.49,101.69,0.0,400.0,,,
2023-08-06 17:48:14,109,21.51,58.73,99,0,35.48,101.69,0.0,400.0,,,
2023-08-06 17:49:14,110,21.5,58.74,99,0,46.9,101.69,0.0,400.0,0.0,0.0,0.0
2023-08-06 17:50:14,111,21.53,58.81,99,0,31.67,101.69,0.0,400.0,,,
2023-08-06 17:51:14,112,21.47,58.82,99,0,26.46,101.69,0.0,400.0,,,
2023-08-06 17:52:14,113,21.49,58.91,99,0,28.76,101.68,0.0,400.0,,,
2023-08-06 17:53:14,114,21.44,58.97,99,0,35.71,101.69,0.0,400.0,,,
2023-08-06 17:54:14,115,21.42,58.98,99,0,36.43,101.69,0.0,400.0,1.0,1.0,1.0
2023-08-06 17:55:14,116,21.42,59.06,99,0,31.74,101.69,0.0,400.0,,,
2023-08-06 17:56:14,117,21.42,59.07,99,0,33.39,101.69,0.0,400.0,,,
2023-08-06 17:57:14,118,21.36,59.11,99,0,40.11,101.69,0.0,400.0,,,
2023-08-06 17:58:14,119,21.42,59.15,99,0,44.77,101.69,0.0,400.0,,,
2023-08-06 17:59:14,120,21.33,59.2,99,0,42.48,101.69,0.0,400.0,0.0,0.0,0.0
2023-08-06 18:00:14,121,21.34,59.23,99,0,37.72,101.69,0.0,400.0,,,
2023-08-06 18:01:14,122,21.33,59.29,99,0,35.01,101.69,0.0,400.0,,,
2023-08-06 18:02:14,123,21.32,59.3,99,0,31.04,101.69,0.0,400.0,,,
2023-08-06 18:03:14,124,21.3,59.36,99,0,39.52,101.69,0.0,400.0,,,
2023-08-06 18:04:14,125,21.3,59.36,99,0,37.5,101.69,0.0,400.0,0.0,0.0,0.0
2023-08-06 18:05:14,126,21.26,59.42,99,0,43.32,101.69,0.0,400.0,,,
2023-08-06 18:06:14,127,21.26,59.48,99,0,36.24,101.69,0.0,400.0,,,
2023-08-06 18:07:14,128,21.23,59.49,99,0,31.54,101.69,0.0,400.0,,,
2023-08-06 18:08:14,129,21.25,59.51,99,0,38.86,101.69,0.0,400.0,,,
2023-08-06 18:09:14,130,21.2,59.5,99,0,39.1,101.69,0.0,400.0,1.0,1.0,1.0
2023-08-06 18:10:14,131,21.23,59.54,99,0,33.29,101.69,3.0,426.0,,,
2023-08-06 18:11:14,132,21.23,59.57,99,0,39.25,101.7,0.0,403.0,,,
2023-08-06 18:12:14,133,21.22,59.61,99,0,38.15,101.7,0.0,400.0,,,
2023-08-06 18:13:14,134,21.19,59.58,99,0,36.28,101.7,0.0,400.0,,,
2023-08-06 18:14:14,135,21.19,59.62,99,0,38.15,101.7,0.0,400.0,0.0,0.0,0.0
2023-08-06 18:15:14,136,21.17,59.69,99,0,35.78,101.7,0.0,400.0,,,
2023-08-06 18:16:14,137,21.15,59.67,99,0,33.6,101.7,0.0,400.0,,,
2023-08-06 18:17:14,138,21.15,59.67,99,0,35.91,101.7,0.0,400.0,,,
2023-08-06 18:18:14,139,21.16,59.71,99,0,37.59,101.7,0.0,400.0,,,
2023-08-06 18:19:14,140,21.12,59.7,99,0,38.59,101.7,0.0,400.0,0.0,0.0,0.0
2023-08-06 18:20:14,141,21.13,59.7,99,0,33.05,101.71,0.0,400.0,,,
2023-08-06 18:21:14,142,21.13,59.68,99,0,37.07,101.72,0.0,400.0,,,
2023-08-06 18:22:14,143,21.13,59.64,99,0,41.61,101.7,0.0,400.0,,,
2023-08-06 18:23:14,144,21.07,59.68,99,0,32.31,101.7,0.0,400.0,,,
2023-08-06 18:24:14,145,21.07,59.68,99,0,45.27,101.71,0.0,400.0,0.0,0.0,0.0
2023-08-06 18:25:14,146,21.07,59.69,99,0,39.54,101.71,0.0,400.0,,,
2023-08-06 18:26:14,147,21.07,59.72,99,0,26.5,101.7,0.0,400.0,,,
2023-08-06 18:27:14,148,21.06,59.72,99,0,33.57,101.7,0.0,400.0,,,
2023-08-06 18:28:14,149,21.06,59.75,99,0,45.14,101.71,0.0,400.0,,,
2023-08-06 18:29:14,150,21.07,59.77,99,0,33.78,101.71,0.0,400.0,0.0,0.0,0.0
2023-08-06 18:30:14,151,21.05,59.76,98,0,41.64,101.71,0.0,400.0,,,
2023-08-06 18:31:14,152,21.05,59.8,99,0,47.76,101.71,0.0,400.0,,,
2023-08-06 18:32:14,153,21.03,59.81,99,0,32.54,101.72,0.0,400.0,,,
2023-08-06 18:33:14,154,21.02,59.84,99,0,36.34,101.72,0.0,400.0,,,
2023-08-06 18:34:14,155,21.0,59.84,99,0,34.79,101.71,0.0,400.0,1.0,1.0,1.0
2023-08-06 18:35:14,156,21.02,59.83,99,0,38.19,101.71,0.0,400.0,,,
2023-08-06 18:36:14,157,21.0,59.82,99,0,39.75,101.72,0.0,400.0,,,
2023-08-06 18:37:14,158,21.0,59.79,99,0,35.71,101.71,0.0,400.0,,,
2023-08-06 18:38:14,159,21.0,59.81,99,0,38.97,101.72,0.0,400.0,,,
2023-08-06 18:39:14,160,21.0,59.79,99,0,38.79,101.71,0.0,400.0,0.0,0.0,0.0
2023-08-06 18:40:14,161,20.99,59.78,99,0,36.3,101.72,0.0,400.0,,,
